0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
Idx,Period H1,FMA H1,SLMA H1,550MA H1,DeltaC H1,Macd H1,Plot2 H1,Plot3 H1,Plot4 H1,Idx,Period M15,FMA M15,SLMA M15,550MA M15,DeltaC M15,Macd M15,Plot2 M15,Plot3 M15,Plot4 M15,Idx,Period M5,FMA M5,SLMA M5,550MA M5,DeltaC M5,Macd M5,Plot2 M5,Plot3 M5,Plot4 M5,Idx,Period M1,FMA M1,SLMA M1,550MA M1,DeltaC M1,Macd M1,Plot2 M1,Plot3 M1,Plot4 M1
619,2024.04.10 00:00:00,1.08559,1.08510,0.00000,Positive,0.000155,0.001113,0.000789,0.001047,619,2024.05.07 08:30:00,1.07677,1.07688,0.00000,Negative,-0.000078,-0.000018,0.000216,0.000342,619,2024.05.13 15:45:00,1.07838,1.07818,1.07723,Positive,0.000197,0.000330,0.000185,0.000245,619,2024.05.15 09:04:00,1.08218,1.08224,1.08145,Negative,-0.000020,-0.000090,-0.000022,-0.000022
620,2024.04.09 23:00:00,1.08559,1.08508,0.00000,Positive,0.000185,0.001131,0.000792,0.001048,620,2024.05.07 08:15:00,1.07679,1.07689,0.00000,Negative,-0.000060,-0.000008,0.000224,0.000352,620,2024.05.13 15:40:00,1.07832,1.07815,1.07722,Positive,0.000142,0.000309,0.000177,0.000234,620,2024.05.15 09:03:00,1.08218,1.08224,1.08145,Negative,-0.000025,-0.000092,-0.000022,-0.000021
621,2024.04.09 22:00:00,1.08560,1.08507,0.00000,Positive,0.000218,0.001148,0.000793,0.001049,621,2024.05.07 08:00:00,1.07679,1.07689,0.00000,Negative,-0.000076,-0.000007,0.000228,0.000358,621,2024.05.13 15:35:00,1.07828,1.07812,1.07722,Positive,0.000118,0.000300,0.000172,0.000228,621,2024.05.15 09:02:00,1.08218,1.08224,1.08145,Negative,-0.000029,-0.000093,-0.000021,-0.000020
622,2024.04.09 21:00:00,1.08562,1.08507,0.00000,Positive,0.000294,0.001175,0.000798,0.001054,622,2024.05.07 07:45:00,1.07679,1.07690,0.00000,Negative,-0.000098,-0.000007,0.000232,0.000363,622,2024.05.13 15:30:00,1.07826,1.07810,1.07722,Positive,0.000108,0.000296,0.000169,0.000224,622,2024.05.15 09:01:00,1.08218,1.08224,1.08145,Negative,-0.000036,-0.000094,-0.000020,-0.000019
623,2024.04.09 20:00:00,1.08565,1.08505,0.00000,Positive,0.000402,0.001207,0.000803,0.001060,623,2024.05.07 07:30:00,1.07679,1.07690,0.00000,Negative,-0.000126,-0.000008,0.000236,0.000369,623,2024.05.13 15:25:00,1.07823,1.07808,1.07722,Positive,0.000092,0.000290,0.000166,0.000219,623,2024.05.15 09:00:00,1.08218,1.08225,1.08145,Negative,-0.000039,-0.000094,-0.000019,-0.000018
624,2024.04.09 19:00:00,1.08565,1.08503,0.00000,Positive,0.000503,0.001232,0.000806,0.001063,624,2024.05.07 07:15:00,1.07679,1.07691,0.00000,Negative,-0.000141,-0.000003,0.000242,0.000377,624,2024.05.13 15:20:00,1.07821,1.07806,1.07721,Positive,0.000080,0.000286,0.000163,0.000215,624,2024.05.15 08:59:00,1.08219,1.08225,1.08145,Negative,-0.000042,-0.000094,-0.000018,-0.000016
625,2024.04.09 18:00:00,1.08566,1.08501,0.00000,Positive,0.000613,0.001254,0.000808,0.001064,625,2024.05.07 07:00:00,1.07680,1.07692,0.00000,Negative,-0.000156,0.000002,0.000248,0.000385,625,2024.05.13 15:15:00,1.07819,1.07804,1.07721,Positive,0.000062,0.000282,0.000160,0.000211,625,2024.05.15 08:58:00,1.08219,1.08226,1.08144,Negative,-0.000046,-0.000094,-0.000017,-0.000015
626,2024.04.09 17:00:00,1.08562,1.08493,0.00000,Positive,0.000729,0.001271,0.000808,0.001063,626,2024.05.07 06:45:00,1.07683,1.07694,0.00000,Negative,-0.000155,0.000013,0.000255,0.000395,626,2024.05.13 15:10:00,1.07817,1.07802,1.07721,Positive,0.000049,0.000279,0.000158,0.000208,626,2024.05.15 08:57:00,1.08220,1.08226,1.08144,Negative,-0.000050,-0.000094,-0.000016,-0.000013
627,2024.04.09 16:00:00,1.08545,1.08480,0.00000,Positive,0.000647,0.001230,0.000790,0.001038,627,2024.05.07 06:30:00,1.07686,1.07696,0.00000,Negative,-0.000140,0.000028,0.000264,0.000407,627,2024.05.13 15:05:00,1.07815,1.07801,1.07721,Positive,0.000028,0.000275,0.000155,0.000204,627,2024.05.15 08:56:00,1.08220,1.08227,1.08144,Negative,-0.000055,-0.000093,-0.000014,-0.000011
628,2024.04.09 15:00:00,1.08530,1.08470,0.00000,Positive,0.000514,0.001178,0.000769,0.001009,628,2024.05.07 06:15:00,1.07689,1.07698,0.00000,Negative,-0.000124,0.000042,0.000273,0.000419,628,2024.05.13 15:00:00,1.07813,1.07799,1.07720,Positive,0.000006,0.000272,0.000152,0.000200,628,2024.05.15 08:55:00,1.08221,1.08228,1.08144,Negative,-0.000055,-0.000092,-0.000012,-0.000009
629,2024.04.09 14:00:00,1.08522,1.08462,0.00000,Positive,0.000533,0.001174,0.000763,0.001000,629,2024.05.07 06:00:00,1.07693,1.07701,0.00000,Negative,-0.000095,0.000059,0.000282,0.000431,629,2024.05.13 14:55:00,1.07812,1.07798,1.07720,Positive,-0.000011,0.000271,0.000150,0.000198,629,2024.05.15 08:54:00,1.08222,1.08229,1.08144,Negative,-0.000054,-0.000089,-0.000011,-0.000006
630,2024.04.09 13:00:00,1.08510,1.08453,0.00000,Positive,0.000471,0.001147,0.000749,0.000982,630,2024.05.07 05:45:00,1.07696,1.07703,0.00000,Negative,-0.000073,0.000073,0.000291,0.000442,630,2024.05.13 14:50:00,1.07812,1.07798,1.07720,Positive,-0.000016,0.000275,0.000150,0.000197,630,2024.05.15 08:53:00,1.08223,1.08230,1.08144,Negative,-0.000052,-0.000087,-0.000009,-0.000004
631,2024.04.09 12:00:00,1.08502,1.08447,0.00000,Positive,0.000426,0.001128,0.000739,0.000967,631,2024.05.07 05:30:00,1.07699,1.07705,0.00000,Negative,-0.000047,0.000087,0.000299,0.000454,631,2024.05.13 14:45:00,1.07813,1.07798,1.07720,Positive,-0.000007,0.000282,0.000150,0.000197,631,2024.05.15 08:52:00,1.08224,1.08230,1.08144,Negative,-0.000049,-0.000084,-0.000007,-0.000001
632,2024.04.09 11:00:00,1.08498,1.08443,0.00000,Positive,0.000438,0.001126,0.000734,0.000959,632,2024.05.07 05:15:00,1.07702,1.07707,0.00000,Negative,-0.000017,0.000102,0.000307,0.000465,632,2024.05.13 14:40:00,1.07814,1.07798,1.07720,Positive,0.000012,0.000292,0.000152,0.000199,632,2024.05.15 08:51:00,1.08224,1.08231,1.08144,Negative,-0.000050,-0.000083,-0.000005,0.000002
633,2024.04.09 10:00:00,1.08495,1.08438,0.00000,Positive,0.000491,0.001135,0.000732,0.000955,633,2024.05.07 05:00:00,1.07703,1.07707,0.00000,Negative,0.000009,0.000113,0.000315,0.000475,633,2024.05.13 14:35:00,1.07816,1.07798,1.07720,Positive,0.000039,0.000302,0.000153,0.000201,633,2024.05.15 08:50:00,1.08225,1.08232,1.08143,Negative,-0.000050,-0.000081,-0.000003,0.000004
634,2024.04.09 09:00:00,1.08491,1.08433,0.00000,Positive,0.000563,0.001146,0.000731,0.000953,634,2024.05.07 04:45:00,1.07701,1.07706,0.00000,Negative,-0.000010,0.000112,0.000318,0.000479,634,2024.05.13 14:30:00,1.07817,1.07798,1.07720,Positive,0.000074,0.000314,0.000155,0.000202,634,2024.05.15 08:49:00,1.08226,1.08232,1.08143,Negative,-0.000051,-0.000079,-0.000001,0.000006
635,2024.04.09 08:00:00,1.08485,1.08427,0.00000,Positive,0.000588,0.001141,0.000724,0.000943,635,2024.05.07 04:30:00,1.07698,1.07705,0.00000,Negative,-0.000062,0.000102,0.000319,0.000481,635,2024.05.13 14:25:00,1.07819,1.07798,1.07719,Positive,0.000114,0.000325,0.000156,0.000204,635,2024.05.15 08:48:00,1.08226,1.08233,1.08143,Negative,-0.000052,-0.000077,0.000000,0.000009
636,2024.04.09 07:00:00,1.08479,1.08421,0.00000,Positive,0.000626,0.001138,0.000718,0.000934,636,2024.05.07 04:15:00,1.07696,1.07704,0.00000,Negative,-0.000110,0.000097,0.000321,0.000484,636,2024.05.13 14:20:00,1.07818,1.07797,1.07719,Positive,0.000135,0.000329,0.000155,0.000202,636,2024.05.15 08:47:00,1.08227,1.08234,1.08143,Negative,-0.000055,-0.000076,0.000002,0.000011
637,2024.04.09 06:00:00,1.08474,1.08415,0.00000,Positive,0.000677,0.001136,0.000712,0.000925,637,2024.05.07 04:00:00,1.07695,1.07704,0.00000,Negative,-0.000143,0.000098,0.000325,0.000490,637,2024.05.13 14:15:00,1.07817,1.07795,1.07719,Positive,0.000146,0.000329,0.000152,0.000199,637,2024.05.15 08:46:00,1.08228,1.08234,1.08143,Negative,-0.000056,-0.000074,0.000004,0.000013
638,2024.04.09 05:00:00,1.08466,1.08408,0.00000,Positive,0.000716,0.001129,0.000705,0.000914,638,2024.05.07 03:45:00,1.07697,1.07705,0.00000,Negative,-0.000153,0.000107,0.000332,0.000499,638,2024.05.13 14:10:00,1.07815,1.07793,1.07719,Positive,0.000153,0.000327,0.000149,0.000194,638,2024.05.15 08:45:00,1.08228,1.08235,1.08143,Negative,-0.000059,-0.000073,0.000005,0.000016
639,2024.04.09 04:00:00,1.08457,1.08400,0.00000,Positive,0.000727,0.001112,0.000694,0.000900,639,2024.05.07 03:30:00,1.07698,1.07707,0.00000,Negative,-0.000159,0.000118,0.000340,0.000510,639,2024.05.13 14:05:00,1.07813,1.07791,1.07719,Positive,0.000158,0.000324,0.000146,0.000190,639,2024.05.15 08:44:00,1.08229,1.08235,1.08143,Negative,-0.000062,-0.000071,0.000007,0.000018
640,2024.04.09 03:00:00,1.08447,1.08392,0.00000,Positive,0.000742,0.001095,0.000684,0.000885,640,2024.05.07 03:15:00,1.07700,1.07708,0.00000,Negative,-0.000162,0.000130,0.000348,0.000520,640,2024.05.13 14:00:00,1.07812,1.07789,1.07718,Positive,0.000167,0.000322,0.000143,0.000186,640,2024.05.15 08:43:00,1.08229,1.08236,1.08143,Negative,-0.000067,-0.000069,0.000009,0.000020
641,2024.04.09 02:00:00,1.08435,1.08382,0.00000,Positive,0.000715,0.001066,0.000670,0.000866,641,2024.05.07 03:00:00,1.07703,1.07710,0.00000,Negative,-0.000165,0.000143,0.000356,0.000531,641,2024.05.13 13:55:00,1.07810,1.07788,1.07718,Positive,0.000174,0.000319,0.000139,0.000181,641,2024.05.15 08:42:00,1.08230,1.08237,1.08142,Negative,-0.000070,-0.000067,0.000011,0.000023
642,2024.04.09 01:00:00,1.08423,1.08374,0.00000,Positive,0.000689,0.001039,0.000657,0.000847,642,2024.05.07 02:45:00,1.07705,1.07711,0.00000,Negative,-0.000159,0.000158,0.000365,0.000543,642,2024.05.13 13:50:00,1.07809,1.07786,1.07718,Positive,0.000193,0.000318,0.000137,0.000177,642,2024.05.15 08:41:00,1.08231,1.08238,1.08142,Negative,-0.000074,-0.000065,0.000013,0.000026
643,2024.04.09 00:00:00,1.08414,1.08367,0.00000,Positive,0.000665,0.001013,0.000645,0.000830,643,2024.05.07 02:30:00,1.07707,1.07712,0.00000,Negative,-0.000166,0.000170,0.000372,0.000553,643,2024.05.13 13:45:00,1.07807,1.07784,1.07718,Positive,0.000213,0.000317,0.000134,0.000173,643,2024.05.15 08:40:00,1.08232,1.08238,1.08142,Negative,-0.000076,-0.000062,0.000015,0.000028
644,2024.04.08 23:00:00,1.08402,1.08358,0.00000,Positive,0.000622,0.000984,0.000631,0.000811,644,2024.05.07 02:15:00,1.07708,1.07714,0.00000,Negative,-0.000178,0.000181,0.000380,0.000563,644,2024.05.13 13:40:00,1.07806,1.07782,1.07717,Positive,0.000235,0.000315,0.000131,0.000169,644,2024.05.15 08:39:00,1.08233,1.08239,1.08142,Negative,-0.000074,-0.000057,0.000018,0.000032
645,2024.04.08 22:00:00,1.08390,1.08349,0.00000,Positive,0.000577,0.000956,0.000618,0.000794,645,2024.05.07 02:00:00,1.07709,1.07714,0.00000,Negative,-0.000197,0.000191,0.000387,0.000572,645,2024.05.13 13:35:00,1.07804,1.07780,1.07717,Positive,0.000252,0.000311,0.000127,0.000163,645,2024.05.15 08:38:00,1.08234,1.08240,1.08142,Negative,-0.000071,-0.000053,0.000020,0.000035
646,2024.04.08 21:00:00,1.08376,1.08339,0.00000,Positive,0.000506,0.000924,0.000604,0.000774,646,2024.05.07 01:45:00,1.07711,1.07716,0.00000,Negative,-0.000217,0.000202,0.000394,0.000581,646,2024.05.13 13:30:00,1.07802,1.07778,1.07717,Positive,0.000276,0.000307,0.000123,0.000158,646,2024.05.15 08:37:00,1.08235,1.08241,1.08142,Negative,-0.000070,-0.000049,0.000023,0.000039
647,2024.04.08 20:00:00,1.08363,1.08331,0.00000,Positive,0.000401,0.000886,0.000589,0.000753,647,2024.05.07 01:30:00,1.07713,1.07717,0.00000,Negative,-0.000223,0.000218,0.000402,0.000593,647,2024.05.13 13:25:00,1.07799,1.07776,1.07717,Positive,0.000291,0.000300,0.000118,0.000152,647,2024.05.15 08:36:00,1.08236,1.08242,1.08142,Negative,-0.000067,-0.000045,0.000025,0.000042
648,2024.04.08 19:00:00,1.08353,1.08324,0.00000,Positive,0.000341,0.000866,0.000579,0.000739,648,2024.05.07 01:15:00,1.07715,1.07718,0.00000,Negative,-0.000242,0.000231,0.000410,0.000603,648,2024.05.13 13:20:00,1.07796,1.07773,1.07717,Positive,0.000302,0.000291,0.000113,0.000144,648,2024.05.15 08:35:00,1.08237,1.08243,1.08141,Negative,-0.000066,-0.000041,0.000027,0.000045
649,2024.04.08 18:00:00,1.08340,1.08315,0.00000,Positive,0.000233,0.000836,0.000567,0.000722,649,2024.05.07 01:00:00,1.07719,1.07721,0.00000,Negative,-0.000235,0.000252,0.000420,0.000617,649,2024.05.13 13:15:00,1.07792,1.07770,1.07716,Positive,0.000313,0.000281,0.000107,0.000137,649,2024.05.15 08:34:00,1.08238,1.08244,1.08141,Negative,-0.000066,-0.000037,0.000030,0.000048
650,2024.04.08 17:00:00,1.08328,1.08307,0.00000,Positive,0.000085,0.000801,0.000553,0.000703,650,2024.05.07 00:45:00,1.07722,1.07723,0.00000,Negative,-0.000231,0.000272,0.000430,0.000629,650,2024.05.13 13:10:00,1.07787,1.07766,1.07716,Positive,0.000304,0.000265,0.000099,0.000127,650,2024.05.15 08:33:00,1.08239,1.08244,1.08141,Negative,-0.000066,-0.000034,0.000032,0.000051
651,2024.04.08 16:00:00,1.08317,1.08301,0.00000,Positive,-0.000089,0.000766,0.000540,0.000684,651,2024.05.07 00:30:00,1.07725,1.07725,0.00000,Negative,-0.000228,0.000292,0.000439,0.000642,651,2024.05.13 13:05:00,1.07782,1.07762,1.07716,Positive,0.000294,0.000249,0.000092,0.000117,651,2024.05.15 08:32:00,1.08240,1.08245,1.08141,Negative,-0.000064,-0.000030,0.000034,0.000054
652,2024.04.08 15:00:00,1.08317,1.08302,0.00000,Positive,-0.000132,0.000776,0.000540,0.000684,652,2024.05.07 00:15:00,1.07728,1.07727,0.00000,Negative,-0.000233,0.000310,0.000448,0.000653,652,2024.05.13 13:00:00,1.07776,1.07757,1.07716,Positive,0.000264,0.000227,0.000083,0.000106,652,2024.05.15 08:31:00,1.08241,1.08246,1.08141,Negative,-0.000061,-0.000025,0.000037,0.000057
653,2024.04.08 14:00:00,1.08321,1.08303,0.00000,Positive,-0.000078,0.000815,0.000550,0.000695,653,2024.05.07 00:00:00,1.07732,1.07729,0.00000,Negative,-0.000221,0.000333,0.000458,0.000667,653,2024.05.13 12:55:00,1.07769,1.07753,1.07715,Positive,0.000214,0.000202,0.000073,0.000093,653,2024.05.15 08:30:00,1.08243,1.08247,1.08141,Negative,-0.000056,-0.000021,0.000039,0.000060
654,2024.04.08 13:00:00,1.08322,1.08303,0.00000,Positive,-0.000095,0.000832,0.000552,0.000697,654,2024.05.06 23:45:00,1.07737,1.07731,0.00000,Negative,-0.000199,0.000358,0.000469,0.000681,654,2024.05.13 12:50:00,1.07764,1.07749,1.07715,Positive,0.000189,0.000187,0.000067,0.000084,654,2024.05.15 08:29:00,1.08244,1.08248,1.08140,Negative,-0.000052,-0.000016,0.000041,0.000064
655,2024.04.08 12:00:00,1.08326,1.08305,0.00000,Positive,-0.000071,0.000861,0.000558,0.000703,655,2024.05.06 23:30:00,1.07741,1.07734,0.00000,Positive,-0.000172,0.000384,0.000479,0.000694,655,2024.05.13 12:45:00,1.07760,1.07747,1.07715,Positive,0.000162,0.000171,0.000060,0.000075,655,2024.05.15 08:28:00,1.08245,1.08248,1.08140,Negative,-0.000051,-0.000013,0.000043,0.000066
656,2024.04.08 11:00:00,1.08331,1.08306,0.00000,Positive,0.000007,0.000904,0.000568,0.000715,656,2024.05.06 23:15:00,1.07746,1.07736,0.00000,Positive,-0.000138,0.000410,0.000490,0.000708,656,2024.05.13 12:40:00,1.07756,1.07744,1.07715,Positive,0.000138,0.000158,0.000055,0.000068,656,2024.05.15 08:27:00,1.08246,1.08249,1.08140,Negative,-0.000046,-0.000009,0.000046,0.000069
657,2024.04.08 10:00:00,1.08331,1.08305,0.00000,Positive,0.000017,0.000925,0.000570,0.000717,657,2024.05.06 23:00:00,1.07751,1.07738,0.00000,Positive,-0.000093,0.000437,0.000501,0.000722,657,2024.05.13 12:35:00,1.07754,1.07742,1.07715,Positive,0.000129,0.000150,0.000051,0.000062,657,2024.05.15 08:26:00,1.08246,1.08250,1.08140,Negative,-0.000044,-0.000005,0.000048,0.000072
658,2024.04.08 09:00:00,1.08330,1.08303,0.00000,Positive,0.000011,0.000942,0.000571,0.000717,658,2024.05.06 22:45:00,1.07753,1.07738,0.00000,Positive,-0.000066,0.000458,0.000509,0.000733,658,2024.05.13 12:30:00,1.07751,1.07741,1.07714,Positive,0.000119,0.000142,0.000047,0.000057,658,2024.05.15 08:25:00,1.08247,1.08250,1.08140,Negative,-0.000043,-0.000002,0.000050,0.000075
659,2024.04.08 08:00:00,1.08329,1.08302,0.00000,Positive,-0.000002,0.000957,0.000572,0.000716,659,2024.05.06 22:30:00,1.07754,1.07739,0.00000,Positive,-0.000070,0.000469,0.000514,0.000740,659,2024.05.13 12:25:00,1.07750,1.07739,1.07714,Positive,0.000118,0.000137,0.000044,0.000053,659,2024.05.15 08:24:00,1.08248,1.08251,1.08140,Negative,-0.000040,0.000002,0.000052,0.000077
660,2024.04.08 07:00:00,1.08329,1.08300,0.00000,Positive,0.000007,0.000979,0.000574,0.000717,660,2024.05.06 22:15:00,1.07755,1.07739,0.00000,Positive,-0.000059,0.000484,0.000520,0.000748,660,2024.05.13 12:20:00,1.07749,1.07738,1.07714,Positive,0.000123,0.000134,0.000041,0.000050,660,2024.05.15 08:23:00,1.08248,1.08251,1.08139,Negative,-0.000040,0.000004,0.000053,0.000079
661,2024.04.08 06:00:00,1.08328,1.08297,0.00000,Positive,0.000005,0.000998,0.000574,0.000717,661,2024.05.06 22:00:00,1.07757,1.07739,0.00000,Positive,-0.000050,0.000498,0.000526,0.000756,661,2024.05.13 12:15:00,1.07747,1.07737,1.07714,Positive,0.000122,0.000128,0.000038,0.000046,661,2024.05.15 08:22:00,1.08249,1.08252,1.08139,Negative,-0.000040,0.000007,0.000055,0.000082
662,2024.04.08 05:00:00,1.08323,1.08294,0.00000,Positive,-0.000074,0.000997,0.000569,0.000708,662,2024.05.06 21:45:00,1.07759,1.07739,0.00000,Positive,-0.000026,0.000516,0.000533,0.000765,662,2024.05.13 12:10:00,1.07744,1.07735,1.07714,Positive,0.000116,0.000122,0.000035,0.000041,662,2024.05.15 08:21:00,1.08249,1.08252,1.08139,Negative,-0.000039,0.000010,0.000057,0.000084
663,2024.04.08 04:00:00,1.08322,1.08293,0.00000,Positive,-0.000117,0.001010,0.000567,0.000704,663,2024.05.06 21:30:00,1.07760,1.07739,0.00000,Positive,-0.000011,0.000530,0.000539,0.000773,663,2024.05.13 12:05:00,1.07742,1.07733,1.07714,Positive,0.000097,0.000111,0.000030,0.000035,663,2024.05.15 08:20:00,1.08250,1.08253,1.08139,Negative,-0.000040,0.000013,0.000059,0.000086
664,2024.04.08 03:00:00,1.08326,1.08294,0.00000,Positive,-0.000088,0.001044,0.000572,0.000710,664,2024.05.06 21:15:00,1.07760,1.07738,0.00000,Positive,-0.000008,0.000541,0.000544,0.000779,664,2024.05.13 12:00:00,1.07741,1.07733,1.07714,Positive,0.000102,0.000109,0.000028,0.000033,664,2024.05.15 08:19:00,1.08251,1.08253,1.08139,Negative,-0.000039,0.000016,0.000060,0.000089
665,2024.04.08 02:00:00,1.08328,1.08293,0.00000,Positive,-0.000076,0.001073,0.000575,0.000712,665,2024.05.06 21:00:00,1.07761,1.07738,0.00000,Positive,0.000011,0.000555,0.000549,0.000786,665,2024.05.13 11:55:00,1.07741,1.07732,1.07714,Positive,0.000122,0.000110,0.000027,0.000031,665,2024.05.15 08:18:00,1.08251,1.08253,1.08139,Negative,-0.000039,0.000019,0.000062,0.000091
666,2024.04.08 01:00:00,1.08330,1.08292,0.00000,Positive,-0.000038,0.001109,0.000580,0.000716,666,2024.05.06 20:45:00,1.07762,1.07737,0.00000,Positive,0.000024,0.000567,0.000554,0.000792,666,2024.05.13 11:50:00,1.07740,1.07731,1.07714,Positive,0.000131,0.000107,0.000025,0.000028,666,2024.05.15 08:17:00,1.08252,1.08254,1.08138,Negative,-0.000040,0.000022,0.000064,0.000093
667,2024.04.06 00:00:00,1.08327,1.08289,0.00000,Positive,-0.000084,0.001120,0.000576,0.000710,667,2024.05.06 20:30:00,1.07763,1.07737,0.00000,Positive,0.000051,0.000582,0.000559,0.000799,667,2024.05.13 11:45:00,1.07738,1.07729,1.07714,Positive,0.000134,0.000102,0.000023,0.000025,667,2024.05.15 08:16:00,1.08252,1.08254,1.08138,Negative,-0.000040,0.000025,0.000066,0.000096
668,2024.04.05 23:00:00,1.08325,1.08287,0.00000,Positive,-0.000135,0.001133,0.000573,0.000704,668,2024.05.06 20:15:00,1.07765,1.07737,0.00000,Positive,0.000080,0.000597,0.000565,0.000806,668,2024.05.13 11:40:00,1.07736,1.07727,1.07713,Positive,0.000131,0.000095,0.000019,0.000020,668,2024.05.15 08:15:00,1.08253,1.08255,1.08138,Negative,-0.000043,0.000027,0.000067,0.000097
669,2024.04.05 22:00:00,1.08323,1.08284,0.00000,Positive,-0.000190,0.001147,0.000570,0.000699,669,2024.05.06 20:00:00,1.07767,1.07737,0.00000,Positive,0.000139,0.000618,0.000572,0.000815,669,2024.05.13 11:35:00,1.07732,1.07725,1.07713,Positive,0.000115,0.000085,0.000015,0.000015,669,2024.05.15 08:14:00,1.08253,1.08255,1.08138,Negative,-0.000045,0.000030,0.000069,0.000100
670,2024.04.05 21:00:00,1.08322,1.08282,0.00000,Positive,-0.000252,0.001163,0.000567,0.000694,670,2024.05.06 19:45:00,1.07768,1.07736,0.00000,Positive,0.000195,0.000635,0.000577,0.000823,670,2024.05.13 11:30:00,1.07728,1.07722,1.07713,Positive,0.000076,0.000069,0.000009,0.000007,670,2024.05.15 08:13:00,1.08254,1.08255,1.08138,Negative,-0.000045,0.000034,0.000070,0.000102
671,2024.04.05 20:00:00,1.08320,1.08279,0.00000,Positive,-0.000306,0.001184,0.000565,0.000690,671,2024.05.06 19:30:00,1.07767,1.07734,0.00000,Positive,0.000218,0.000640,0.000579,0.000825,671,2024.05.13 11:25:00,1.07725,1.07721,1.07713,Positive,0.000037,0.000055,0.000004,0.000000,671,2024.05.15 08:12:00,1.08254,1.08256,1.08137,Negative,-0.000044,0.000037,0.000072,0.000104
672,2024.04.05 19:00:00,1.08317,1.08275,0.00000,Positive,-0.000399,0.001197,0.000561,0.000683,672,2024.05.06 19:15:00,1.07767,1.07733,0.00000,Positive,0.000264,0.000650,0.000583,0.000829,672,2024.05.13 11:20:00,1.07723,1.07719,1.07713,Positive,0.000006,0.000045,-0.000000,-0.000005,672,2024.05.15 08:11:00,1.08255,1.08256,1.08137,Negative,-0.000042,0.000041,0.000074,0.000107
673,2024.04.05 18:00:00,1.08314,1.08274,0.00000,Positive,-0.000558,0.001198,0.000552,0.000671,673,2024.05.06 19:00:00,1.07768,1.07732,0.00000,Positive,0.000326,0.000662,0.000586,0.000834,673,2024.05.13 11:15:00,1.07722,1.07719,1.07713,Positive,-0.000006,0.000042,-0.000002,-0.000007,673,2024.05.15 08:10:00,1.08256,1.08257,1.08137,Negative,-0.000042,0.000045,0.000076,0.000109
674,2024.04.05 17:00:00,1.08326,1.08280,0.00000,Positive,-0.000534,0.001256,0.000562,0.000681,674,2024.05.06 18:45:00,1.07768,1.07730,0.00000,Positive,0.000405,0.000676,0.000590,0.000840,674,2024.05.13 11:10:00,1.07722,1.07719,1.07713,Positive,-0.000012,0.000041,-0.000003,-0.000009,674,2024.05.15 08:09:00,1.08256,1.08257,1.08137,Negative,-0.000045,0.000048,0.000077,0.000111
675,2024.04.05 16:00:00,1.08348,1.08291,0.00000,Positive,-0.000316,0.001366,0.000586,0.000711,675,2024.05.06 18:30:00,1.07766,1.07727,0.00000,Positive,0.000452,0.000677,0.000591,0.000840,675,2024.05.13 11:05:00,1.07723,1.07719,1.07713,Positive,0.000012,0.000049,-0.000001,-0.000007,675,2024.05.15 08:08:00,1.08257,1.08257,1.08137,Negative,-0.000046,0.000051,0.000079,0.000113
676,2024.04.05 15:00:00,1.08361,1.08293,0.00000,Positive,-0.000116,0.001460,0.000604,0.000733,676,2024.05.06 18:15:00,1.07762,1.07723,0.00000,Positive,0.000494,0.000674,0.000589,0.000838,676,2024.05.13 11:00:00,1.07723,1.07719,1.07713,Positive,0.000012,0.000048,-0.000002,-0.000008,676,2024.05.15 08:07:00,1.08257,1.08258,1.08136,Negative,-0.000046,0.000055,0.000081,0.000116
677,2024.04.05 14:00:00,1.08361,1.08290,0.00000,Positive,-0.000121,0.001488,0.000601,0.000727,677,2024.05.06 18:00:00,1.07756,1.07718,0.00000,Positive,0.000510,0.000661,0.000585,0.000833,677,2024.05.13 10:55:00,1.07723,1.07719,1.07713,Positive,0.000012,0.000048,-0.000003,-0.000009,677,2024.05.15 08:06:00,1.08258,1.08258,1.08136,Negative,-0.000039,0.000061,0.000083,0.000119
678,2024.04.05 13:00:00,1.08362,1.08287,0.00000,Positive,-0.000120,0.001519,0.000598,0.000721,678,2024.05.06 17:45:00,1.07749,1.07712,0.00000,Positive,0.000503,0.000642,0.000579,0.000825,678,2024.05.13 10:50:00,1.07724,1.07719,1.07713,Positive,0.000038,0.000055,-0.000002,-0.000007,678,2024.05.15 08:05:00,1.08259,1.08259,1.08136,Negative,-0.000031,0.000066,0.000086,0.000122
679,2024.04.05 12:00:00,1.08361,1.08283,0.00000,Positive,-0.000161,0.001538,0.000591,0.000710,679,2024.05.06 17:30:00,1.07741,1.07707,0.00000,Positive,0.000486,0.000620,0.000573,0.000816,679,2024.05.13 10:45:00,1.07724,1.07719,1.07713,Positive,0.000048,0.000056,-0.000002,-0.000008,679,2024.05.15 08:04:00,1.08260,1.08259,1.08136,Negative,-0.000026,0.000071,0.000087,0.000124
680,2024.04.05 11:00:00,1.08358,1.08278,0.00000,Positive,-0.000199,0.001560,0.000584,0.000700,680,2024.05.06 17:15:00,1.07735,1.07702,0.00000,Positive,0.000489,0.000604,0.000568,0.000811,680,2024.05.13 10:40:00,1.07724,1.07719,1.07713,Positive,0.000056,0.000056,-0.000003,-0.000009,680,2024.05.15 08:03:00,1.08261,1.08260,1.08136,Positive,-0.000020,0.000075,0.000089,0.000126
